start_date,end_date,prod,region_id
2017-03-01T00:00:00.000Z,2017-03-31T00:00:00.000Z,210002,93
2017-04-01T00:00:00.000Z,2017-04-30T00:00:00.000Z,216574,93
2017-05-01T00:00:00.000Z,2017-05-31T00:00:00.000Z,225834,93
2017-06-01T00:00:00.000Z,2017-06-30T00:00:00.000Z,205989,93
2017-07-01T00:00:00.000Z,2017-07-31T00:00:00.000Z,284963,93
2017-08-01T00:00:00.000Z,2017-08-31T00:00:00.000Z,293140,93
2017-09-01T00:00:00.000Z,2017-09-30T00:00:00.000Z,295578,93
2017-10-01T00:00:00.000Z,2017-10-31T00:00:00.000Z,335271,93
2017-11-01T00:00:00.000Z,2017-11-30T00:00:00.000Z,326891,93
2017-12-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,321723,93
2018-01-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,265944,93
2018-02-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,214754,93
2018-03-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,251847,93
2018-04-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,238014,93
2018-05-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,235459,93
2018-06-01T00:00:00.000Z,2018-06-30T00:00:00.000Z,205446,93
2018-07-01T00:00:00.000Z,2018-07-31T00:00:00.000Z,243776,93
2018-08-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,266457,93
2018-09-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,296852,93
2018-10-01T00:00:00.000Z,2018-10-31T00:00:00.000Z,312736,93
2018-11-01T00:00:00.000Z,2018-11-30T00:00:00.000Z,292956,93
2018-12-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,289214,93
2019-01-01T00:00:00.000Z,2019-01-31T00:00:00.000Z,288564,93
2019-02-01T00:00:00.000Z,2019-02-28T00:00:00.000Z,249928,93
2019-03-01T00:00:00.000Z,2019-03-31T00:00:00.000Z,263380,93
2019-04-01T00:00:00.000Z,2019-04-30T00:00:00.000Z,258641,93
2019-05-01T00:00:00.000Z,2019-05-31T00:00:00.000Z,266618,93
2019-06-01T00:00:00.000Z,2019-06-30T00:00:00.000Z,247853,93
2019-07-01T00:00:00.000Z,2019-07-31T00:00:00.000Z,285648,93
2019-08-01T00:00:00.000Z,2019-08-31T00:00:00.000Z,287839,93
2019-09-01T00:00:00.000Z,2019-09-30T00:00:00.000Z,277466,93
2019-10-01T00:00:00.000Z,2019-10-31T00:00:00.000Z,275288,93
2019-11-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,239004,93
2019-12-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,201989,93
2020-01-01T00:00:00.000Z,2020-01-31T00:00:00.000Z,184890,93
2020-02-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,228046,93
2020-03-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,242595,93
2020-04-01T00:00:00.000Z,2020-04-30T00:00:00.000Z,274686,93
2020-05-01T00:00:00.000Z,2020-05-31T00:00:00.000Z,260507,93
2020-06-01T00:00:00.000Z,2020-06-30T00:00:00.000Z,321550,93
2020-07-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,303763,93
2020-08-01T00:00:00.000Z,2020-08-31T00:00:00.000Z,301528,93
2020-09-01T00:00:00.000Z,2020-09-30T00:00:00.000Z,302692,93
2020-10-01T00:00:00.000Z,2020-10-31T00:00:00.000Z,273522,93
2020-11-01T00:00:00.000Z,2020-11-30T00:00:00.000Z,246388,93
2020-12-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,217480,93
2015-01-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,15066,94
2015-02-01T00:00:00.000Z,2015-02-28T00:00:00.000Z,20527,94
2015-03-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,31839,94
2015-04-01T00:00:00.000Z,2015-04-30T00:00:00.000Z,33341,94
2015-05-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,35627,94
2015-06-01T00:00:00.000Z,2015-06-30T00:00:00.000Z,31725,94
2015-07-01T00:00:00.000Z,2015-07-31T00:00:00.000Z,31029,94
2015-08-01T00:00:00.000Z,2015-08-31T00:00:00.000Z,30409,94
2015-09-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,25729,94
2015-10-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,26683,94
2015-11-01T00:00:00.000Z,2015-11-30T00:00:00.000Z,17901,94
2015-12-01T00:00:00.000Z,2015-12-31T00:00:00.000Z,15773,94
2016-01-01T00:00:00.000Z,2016-01-31T00:00:00.000Z,16733,94
2016-02-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,19332,94
2016-03-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,22855,94
2016-04-01T00:00:00.000Z,2016-04-30T00:00:00.000Z,20709,94
2016-05-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,18388,94
2016-06-01T00:00:00.000Z,2016-06-30T00:00:00.000Z,18208,94
2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,16982,94
2016-08-01T00:00:00.000Z,2016-08-31T00:00:00.000Z,19809,94
2016-09-01T00:00:00.000Z,2016-09-30T00:00:00.000Z,17236,94
2016-10-01T00:00:00.000Z,2016-10-31T00:00:00.000Z,17023,94
2016-11-01T00:00:00.000Z,2016-11-30T00:00:00.000Z,18093,94
2016-12-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,16941,94
2017-01-01T00:00:00.000Z,2017-01-31T00:00:00.000Z,15526,94
2017-02-01T00:00:00.000Z,2017-02-28T00:00:00.000Z,19931,94
2017-03-01T00:00:00.000Z,2017-03-31T00:00:00.000Z,27251,94
2017-04-01T00:00:00.000Z,2017-04-30T00:00:00.000Z,27260,94
2017-05-01T00:00:00.000Z,2017-05-31T00:00:00.000Z,27908,94
2017-06-01T00:00:00.000Z,2017-06-30T00:00:00.000Z,24242,94
2017-07-01T00:00:00.000Z,2017-07-31T00:00:00.000Z,30397,94
2017-08-01T00:00:00.000Z,2017-08-31T00:00:00.000Z,30650,94
2017-09-01T00:00:00.000Z,2017-09-30T00:00:00.000Z,27147,94
2017-10-01T00:00:00.000Z,2017-10-31T00:00:00.000Z,28278,94
2017-11-01T00:00:00.000Z,2017-11-30T00:00:00.000Z,26046,94
2017-12-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,24710,94
2018-01-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,21528,94
2018-02-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,17859,94
2018-03-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,21037,94
2018-04-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,18653,94
2018-05-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,19114,94
2018-06-01T00:00:00.000Z,2018-06-30T00:00:00.000Z,18806,94
2018-07-01T00:00:00.000Z,2018-07-31T00:00:00.000Z,21458,94
2018-08-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,22922,94
2018-09-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,26370,94
2018-10-01T00:00:00.000Z,2018-10-31T00:00:00.000Z,26373,94
2018-11-01T00:00:00.000Z,2018-11-30T00:00:00.000Z,25786,94
2018-12-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,25864,94
2019-01-01T00:00:00.000Z,2019-01-31T00:00:00.000Z,27121,94
2019-02-01T00:00:00.000Z,2019-02-28T00:00:00.000Z,21268,94
2019-03-01T00:00:00.000Z,2019-03-31T00:00:00.000Z,24062,94
2019-04-01T00:00:00.000Z,2019-04-30T00:00:00.000Z,23187,94
2019-05-01T00:00:00.000Z,2019-05-31T00:00:00.000Z,22309,94
2019-06-01T00:00:00.000Z,2019-06-30T00:00:00.000Z,19174,94
2019-07-01T00:00:00.000Z,2019-07-31T00:00:00.000Z,21070,94
2019-08-01T00:00:00.000Z,2019-08-31T00:00:00.000Z,19725,94
2019-09-01T00:00:00.000Z,2019-09-30T00:00:00.000Z,17716,94
2019-10-01T00:00:00.000Z,2019-10-31T00:00:00.000Z,16093,94
2019-11-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,14351,94
2019-12-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,12997,94
2020-01-01T00:00:00.000Z,2020-01-31T00:00:00.000Z,15890,94
2020-02-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,21406,94
2020-03-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,21862,94
2020-04-01T00:00:00.000Z,2020-04-30T00:00:00.000Z,23658,94
2020-05-01T00:00:00.000Z,2020-05-31T00:00:00.000Z,20792,94
2020-06-01T00:00:00.000Z,2020-06-30T00:00:00.000Z,25167,94
2020-07-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,21273,94
2020-08-01T00:00:00.000Z,2020-08-31T00:00:00.000Z,17199,94
2020-09-01T00:00:00.000Z,2020-09-30T00:00:00.000Z,16695,94
2020-10-01T00:00:00.000Z,2020-10-31T00:00:00.000Z,13235,94
2020-11-01T00:00:00.000Z,2020-11-30T00:00:00.000Z,10215,94
2020-12-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,10714,94
2015-01-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,11181,95
2015-02-01T00:00:00.000Z,2015-02-28T00:00:00.000Z,11847,95
2015-03-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,18858,95
2015-04-01T00:00:00.000Z,2015-04-30T00:00:00.000Z,26044,95
2015-05-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,28614,95
2015-06-01T00:00:00.000Z,2015-06-30T00:00:00.000Z,25287,95
2015-07-01T00:00:00.000Z,2015-07-31T00:00:00.000Z,26879,95
2015-08-01T00:00:00.000Z,2015-08-31T00:00:00.000Z,30795,95
2015-09-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,26413,95
2015-10-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,29595,95
2015-11-01T00:00:00.000Z,2015-11-30T00:00:00.000Z,25744,95
2015-12-01T00:00:00.000Z,2015-12-31T00:00:00.000Z,20155,95
2016-01-01T00:00:00.000Z,2016-01-31T00:00:00.000Z,12980,95
2016-02-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,12716,95
2016-03-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,19032,95
2016-04-01T00:00:00.000Z,2016-04-30T00:00:00.000Z,24314,95
2016-05-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,25803,95
2016-06-01T00:00:00.000Z,2016-06-30T00:00:00.000Z,25046,95
2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,24807,95
2016-08-01T00:00:00.000Z,2016-08-31T00:00:00.000Z,28695,95
2016-09-01T00:00:00.000Z,2016-09-30T00:00:00.000Z,27964,95
2016-10-01T00:00:00.000Z,2016-10-31T00:00:00.000Z,28872,95
2016-11-01T00:00:00.000Z,2016-11-30T00:00:00.000Z,25614,95
2016-12-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,22243,95
2017-01-01T00:00:00.000Z,2017-01-31T00:00:00.000Z,15260,95
2017-02-01T00:00:00.000Z,2017-02-28T00:00:00.000Z,13736,95
2017-03-01T00:00:00.000Z,2017-03-31T00:00:00.000Z,17741,95
2017-04-01T00:00:00.000Z,2017-04-30T00:00:00.000Z,22641,95
2017-05-01T00:00:00.000Z,2017-05-31T00:00:00.000Z,24888,95
2017-06-01T00:00:00.000Z,2017-06-30T00:00:00.000Z,20956,95
2017-07-01T00:00:00.000Z,2017-07-31T00:00:00.000Z,28353,95
2017-08-01T00:00:00.000Z,2017-08-31T00:00:00.000Z,32991,95
2017-09-01T00:00:00.000Z,2017-09-30T00:00:00.000Z,34049,95
2017-10-01T00:00:00.000Z,2017-10-31T00:00:00.000Z,41133,95
2017-11-01T00:00:00.000Z,2017-11-30T00:00:00.000Z,35472,95
2017-12-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,31759,95
2018-01-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,24968,95
2018-02-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,21879,95
2018-03-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,24801,95
2018-04-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,23697,95
2018-05-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,20016,95
2018-06-01T00:00:00.000Z,2018-06-30T00:00:00.000Z,16736,95
2018-07-01T00:00:00.000Z,2018-07-31T00:00:00.000Z,18911,95
2018-08-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,21830,95
2018-09-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,28936,95
2018-10-01T00:00:00.000Z,2018-10-31T00:00:00.000Z,32459,95
2018-11-01T00:00:00.000Z,2018-11-30T00:00:00.000Z,31137,95
2018-12-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,29514,95
2019-01-01T00:00:00.000Z,2019-01-31T00:00:00.000Z,27457,95
2019-02-01T00:00:00.000Z,2019-02-28T00:00:00.000Z,24262,95
2019-03-01T00:00:00.000Z,2019-03-31T00:00:00.000Z,29766,95
2019-04-01T00:00:00.000Z,2019-04-30T00:00:00.000Z,30982,95
2019-05-01T00:00:00.000Z,2019-05-31T00:00:00.000Z,31385,95
2019-06-01T00:00:00.000Z,2019-06-30T00:00:00.000Z,26456,95
2019-07-01T00:00:00.000Z,2019-07-31T00:00:00.000Z,31646,95
2019-08-01T00:00:00.000Z,2019-08-31T00:00:00.000Z,29172,95
2019-09-01T00:00:00.000Z,2019-09-30T00:00:00.000Z,29772,95
2019-10-01T00:00:00.000Z,2019-10-31T00:00:00.000Z,28464,95
2019-11-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,23279,95
2019-12-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,19797,95
2020-01-01T00:00:00.000Z,2020-01-31T00:00:00.000Z,13877,95
2020-02-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,15080,95
2020-03-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,21336,95
2020-04-01T00:00:00.000Z,2020-04-30T00:00:00.000Z,31950,95
2020-05-01T00:00:00.000Z,2020-05-31T00:00:00.000Z,29352,95
2020-06-01T00:00:00.000Z,2020-06-30T00:00:00.000Z,35483,95
2020-07-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,32151,95
2020-08-01T00:00:00.000Z,2020-08-31T00:00:00.000Z,34865,95
2020-09-01T00:00:00.000Z,2020-09-30T00:00:00.000Z,36368,95
2020-10-01T00:00:00.000Z,2020-10-31T00:00:00.000Z,34090,95
2020-11-01T00:00:00.000Z,2020-11-30T00:00:00.000Z,28786,95
2020-12-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,24683,95
2015-01-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,37505,97
2015-02-01T00:00:00.000Z,2015-02-28T00:00:00.000Z,46682,97
2015-03-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,59585,97
2015-04-01T00:00:00.000Z,2015-04-30T00:00:00.000Z,62262,97
2015-05-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,62583,97
2015-06-01T00:00:00.000Z,2015-06-30T00:00:00.000Z,64351,97
2015-07-01T00:00:00.000Z,2015-07-31T00:00:00.000Z,66546,97
2015-08-01T00:00:00.000Z,2015-08-31T00:00:00.000Z,71019,97
2015-09-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,65643,97
2015-10-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,63665,97
2015-11-01T00:00:00.000Z,2015-11-30T00:00:00.000Z,45974,97
2015-12-01T00:00:00.000Z,2015-12-31T00:00:00.000Z,34470,97
2016-01-01T00:00:00.000Z,2016-01-31T00:00:00.000Z,30485,97
2016-02-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,38430,97
2016-03-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,45726,97
2016-04-01T00:00:00.000Z,2016-04-30T00:00:00.000Z,45914,97
2016-05-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,42258,97
2016-06-01T00:00:00.000Z,2016-06-30T00:00:00.000Z,46288,97
2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,45444,97
2016-08-01T00:00:00.000Z,2016-08-31T00:00:00.000Z,48242,97
2016-09-01T00:00:00.000Z,2016-09-30T00:00:00.000Z,51162,97
2016-10-01T00:00:00.000Z,2016-10-31T00:00:00.000Z,48990,97
2016-11-01T00:00:00.000Z,2016-11-30T00:00:00.000Z,51861,97
2016-12-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,47761,97
2017-01-01T00:00:00.000Z,2017-01-31T00:00:00.000Z,37901,97
2017-02-01T00:00:00.000Z,2017-02-28T00:00:00.000Z,44043,97
2017-03-01T00:00:00.000Z,2017-03-31T00:00:00.000Z,53703,97
2017-04-01T00:00:00.000Z,2017-04-30T00:00:00.000Z,56228,97
2017-05-01T00:00:00.000Z,2017-05-31T00:00:00.000Z,55599,97
2017-06-01T00:00:00.000Z,2017-06-30T00:00:00.000Z,49314,97
2017-07-01T00:00:00.000Z,2017-07-31T00:00:00.000Z,56601,97
2017-08-01T00:00:00.000Z,2017-08-31T00:00:00.000Z,54054,97
2017-09-01T00:00:00.000Z,2017-09-30T00:00:00.000Z,60359,97
2017-10-01T00:00:00.000Z,2017-10-31T00:00:00.000Z,70903,97
2017-11-01T00:00:00.000Z,2017-11-30T00:00:00.000Z,71278,97
2017-12-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,72962,97
2018-01-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,57744,97
2018-02-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,51371,97
2018-03-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,67370,97
2018-04-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,59969,97
2018-05-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,57112,97
2018-06-01T00:00:00.000Z,2018-06-30T00:00:00.000Z,45041,97
2018-07-01T00:00:00.000Z,2018-07-31T00:00:00.000Z,47956,97
2018-08-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,47602,97
2018-09-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,56503,97
2018-10-01T00:00:00.000Z,2018-10-31T00:00:00.000Z,63764,97
2018-11-01T00:00:00.000Z,2018-11-30T00:00:00.000Z,62102,97
2018-12-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,62917,97
2019-01-01T00:00:00.000Z,2019-01-31T00:00:00.000Z,62694,97
2019-02-01T00:00:00.000Z,2019-02-28T00:00:00.000Z,56482,97
2019-03-01T00:00:00.000Z,2019-03-31T00:00:00.000Z,66494,97
2019-04-01T00:00:00.000Z,2019-04-30T00:00:00.000Z,67706,97
2019-05-01T00:00:00.000Z,2019-05-31T00:00:00.000Z,69365,97
2019-06-01T00:00:00.000Z,2019-06-30T00:00:00.000Z,56200,97
2019-07-01T00:00:00.000Z,2019-07-31T00:00:00.000Z,63701,97
2019-08-01T00:00:00.000Z,2019-08-31T00:00:00.000Z,62007,97
2019-09-01T00:00:00.000Z,2019-09-30T00:00:00.000Z,62560,97
2019-10-01T00:00:00.000Z,2019-10-31T00:00:00.000Z,54534,97
2019-11-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,44932,97
2019-12-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,31765,97
2020-01-01T00:00:00.000Z,2020-01-31T00:00:00.000Z,30113,97
2020-02-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,44731,97
2020-03-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,48943,97
2020-04-01T00:00:00.000Z,2020-04-30T00:00:00.000Z,60923,97
2020-05-01T00:00:00.000Z,2020-05-31T00:00:00.000Z,57337,97
2020-06-01T00:00:00.000Z,2020-06-30T00:00:00.000Z,67014,97
2020-07-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,59857,97
2020-08-01T00:00:00.000Z,2020-08-31T00:00:00.000Z,66412,97
2020-09-01T00:00:00.000Z,2020-09-30T00:00:00.000Z,66840,97
2020-10-01T00:00:00.000Z,2020-10-31T00:00:00.000Z,60345,97
2020-11-01T00:00:00.000Z,2020-11-30T00:00:00.000Z,48748,97
2020-12-01T00:00:00.000Z,2020-12-31T00:00:00.000Z,40047,97
2015-01-01T00:00:00.000Z,2015-01-31T00:00:00.000Z,141442,98
2015-02-01T00:00:00.000Z,2015-02-28T00:00:00.000Z,158471,98
2015-03-01T00:00:00.000Z,2015-03-31T00:00:00.000Z,218187,98
2015-04-01T00:00:00.000Z,2015-04-30T00:00:00.000Z,247363,98
2015-05-01T00:00:00.000Z,2015-05-31T00:00:00.000Z,261187,98
2015-06-01T00:00:00.000Z,2015-06-30T00:00:00.000Z,254275,98
2015-07-01T00:00:00.000Z,2015-07-31T00:00:00.000Z,279108,98
2015-08-01T00:00:00.000Z,2015-08-31T00:00:00.000Z,323407,98
2015-09-01T00:00:00.000Z,2015-09-30T00:00:00.000Z,305767,98
2015-10-01T00:00:00.000Z,2015-10-31T00:00:00.000Z,306181,98
2015-11-01T00:00:00.000Z,2015-11-30T00:00:00.000Z,257504,98
2015-12-01T00:00:00.000Z,2015-12-31T00:00:00.000Z,197408,98
2016-01-01T00:00:00.000Z,2016-01-31T00:00:00.000Z,143788,98
2016-02-01T00:00:00.000Z,2016-02-29T00:00:00.000Z,145348,98
2016-03-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,175322,98
2016-04-01T00:00:00.000Z,2016-04-30T00:00:00.000Z,182277,98
2016-05-01T00:00:00.000Z,2016-05-31T00:00:00.000Z,189899,98
2016-06-01T00:00:00.000Z,2016-06-30T00:00:00.000Z,211186,98
2016-07-01T00:00:00.000Z,2016-07-31T00:00:00.000Z,216424,98
2016-08-01T00:00:00.000Z,2016-08-31T00:00:00.000Z,233559,98
2016-09-01T00:00:00.000Z,2016-09-30T00:00:00.000Z,242107,98
2016-10-01T00:00:00.000Z,2016-10-31T00:00:00.000Z,244163,98
2016-11-01T00:00:00.000Z,2016-11-30T00:00:00.000Z,232024,98
2016-12-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,206584,98
2017-01-01T00:00:00.000Z,2017-01-31T00:00:00.000Z,158749,98
2017-02-01T00:00:00.000Z,2017-02-28T00:00:00.000Z,155267,98
2017-03-01T00:00:00.000Z,2017-03-31T00:00:00.000Z,192591,98
2017-04-01T00:00:00.000Z,2017-04-30T00:00:00.000Z,220542,98
2017-05-01T00:00:00.000Z,2017-05-31T00:00:00.000Z,240464,98
2017-06-01T00:00:00.000Z,2017-06-30T00:00:00.000Z,208479,98
2017-07-01T00:00:00.000Z,2017-07-31T00:00:00.000Z,266409,98
2017-08-01T00:00:00.000Z,2017-08-31T00:00:00.000Z,260260,98
2017-09-01T00:00:00.000Z,2017-09-30T00:00:00.000Z,262629,98
2017-10-01T00:00:00.000Z,2017-10-31T00:00:00.000Z,304608,98
2017-11-01T00:00:00.000Z,2017-11-30T00:00:00.000Z,294399,98
2017-12-01T00:00:00.000Z,2017-12-31T00:00:00.000Z,285225,98
2018-01-01T00:00:00.000Z,2018-01-31T00:00:00.000Z,224064,98
2018-02-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,207872,98
2018-03-01T00:00:00.000Z,2018-03-31T00:00:00.000Z,245923,98
2018-04-01T00:00:00.000Z,2018-04-30T00:00:00.000Z,241353,98
2018-05-01T00:00:00.000Z,2018-05-31T00:00:00.000Z,214851,98
2018-06-01T00:00:00.000Z,2018-06-30T00:00:00.000Z,175687,98
2018-07-01T00:00:00.000Z,2018-07-31T00:00:00.000Z,188916,98
2018-08-01T00:00:00.000Z,2018-08-31T00:00:00.000Z,208935,98
2018-09-01T00:00:00.000Z,2018-09-30T00:00:00.000Z,247361,98
2018-10-01T00:00:00.000Z,2018-10-31T00:00:00.000Z,262858,98
2018-11-01T00:00:00.000Z,2018-11-30T00:00:00.000Z,262804,98
2018-12-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,273758,98
2019-01-01T00:00:00.000Z,2019-01-31T00:00:00.000Z,267255,98
2019-02-01T00:00:00.000Z,2019-02-28T00:00:00.000Z,235479,98
2019-03-01T00:00:00.000Z,2019-03-31T00:00:00.000Z,262289,98
2019-04-01T00:00:00.000Z,2019-04-30T00:00:00.000Z,268754,98
2019-05-01T00:00:00.000Z,2019-05-31T00:00:00.000Z,273752,98
2019-06-01T00:00:00.000Z,2019-06-30T00:00:00.000Z,243155,98
2019-07-01T00:00:00.000Z,2019-07-31T00:00:00.000Z,283474,98
2019-08-01T00:00:00.000Z,2019-08-31T00:00:00.000Z,276524,98
2019-09-01T00:00:00.000Z,2019-09-30T00:00:00.000Z,268500,98
2019-10-01T00:00:00.000Z,2019-10-31T00:00:00.000Z,264287,98
2019-11-01T00:00:00.000Z,2019-11-30T00:00:00.000Z,210920,98
2019-12-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,165384,98
2020-01-01T00:00:00.000Z,2020-01-31T00:00:00.000Z,131828,98
2020-02-01T00:00:00.000Z,2020-02-29T00:00:00.000Z,160634,98
2020-03-01T00:00:00.000Z,2020-03-31T00:00:00.000Z,203532,98
2020-04-01T00:00:00.000Z,2020-04-30T00:00:00.000Z,264568,98
2020-05-01T00:00:00.000Z,2020-05-31T00:00:00.000Z,249103,98
2020-06-01T00:00:00.000Z,2020-06-30T00:00:00.000Z,317276,98
2020-07-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,304146,98
2020-08-01T00:00:00.000Z,2020-08-31T00:00:00.000Z,317932,98
2020-09-01T00:00:00.000Z,2020-09-30T00:00:00.000Z,321480,98
2020-10-01T00:00:00.000Z,2020-10-31T00:00:00.000Z,287602,98
